time,avgSpeed,flow,avgDensity
10001,0.7973136380535255,0,0.008816964285714286
10002,0.8069308854396847,0,0.008816964285714286
10003,0.8165447202416598,0,0.008816964285714286
10004,0.8261550352887777,0,0.008816964285714286
10005,0.8357617039189125,0,0.008816964285714286
10006,0.845365788436551,0,0.008816964285714286
10007,0.8549660732083999,0,0.008816964285714286
10008,0.8645624409956177,0,0.008816964285714286
10009,0.8741547710422959,0,0.008816964285714286
10010,0.8837429388708693,0,0.008816964285714286
10011,0.8933268160607191,0,0.008816964285714286
10012,0.9029062700078604,0,0.008816964285714286
10013,0.9124811636633393,0,0.008816964285714286
10014,0.9220513552476722,0,0.008816964285714286
10015,0.9316166979383091,0,0.008816964285714286
10016,0.941177039526697,0,0.008816964285714286
10017,0.9507322220410666,0,0.008816964285714286
10018,0.9602820813305135,0,0.008816964285714286
10019,0.9698264466053234,0,0.008816964285714286
10020,0.979365139927758,0,0.008816964285714286
10021,0.9888979756466654,0,0.008816964285714286
10022,0.9984247597682765,0,0.008816964285714286
10023,1.0079452892543794,0,0.008816964285714286
10024,1.0174593512376837,0,0.008816964285714286
10025,0.9332622169196689,1,0.008835565476190476
10026,0.8490935257525092,1,0.008872767857142857
10027,0.8586920870129672,0,0.008872767857142857
10028,0.8682870250574771,0,0.008872767857142857
10029,0.877878248796184,0,0.008872767857142857
10030,0.8874656696219733,0,0.008872767857142857
10031,0.8033119131510101,1,0.008872767857142857
10032,0.8129249724253647,0,0.008872767857142857
10033,0.8225347064448348,0,0.008872767857142857
10034,0.8321410531035291,0,0.008872767857142857
10035,0.8417439616643172,0,0.008872767857142857
10036,0.8513433191648198,0,0.008872767857142857
10037,0.8609390396087706,0,0.008872767857142857
10038,0.8705310356358831,0,0.008872767857142857
10039,0.8801192185135858,0,0.008872767857142857
10040,0.8897034981290521,0,0.008872767857142857
10041,0.899283782981518,0,0.008872767857142857
10042,0.9088599801749019,0,0.008872767857142857
10043,0.9184319954107235,0,0.008872767857142857
10044,0.9279997329813291,0,0.008872767857142857
10045,0.9375630957634254,0,0.008872767857142857
10046,0.9471219852119276,0,0.008872767857142857
10047,0.8634952769815282,1,0.008854166666666666
10048,0.8730776456293659,0,0.008854166666666666
10049,0.8826559760378315,0,0.008854166666666666
10050,0.8922302242593046,0,0.008854166666666666
10051,0.9018002727160263,0,0.008854166666666666
10052,0.9113660265376923,0,0.008854166666666666
10053,0.9209273894685761,0,0.008854166666666666
10054,0.9304842638610842,0,0.008854166666666666
10055,0.9400365506696113,0,0.008854166666666666
10056,0.9495841494446874,0,0.008854166666666666
10057,0.9591269583274165,0,0.008854166666666666
10058,0.9686648740442154,0,0.008854166666666666
10059,0.8844604139708604,1,0.008835565476190476
10060,0.8940217437118857,0,0.008835565476190476
10061,0.9035786138154208,0,0.008835565476190476
10062,0.9131309474009258,0,0.008835565476190476
10063,0.922678645963699,0,0.008835565476190476
10064,0.9322216476566137,0,0.008835565476190476
10065,0.9417598186747715,0,0.008835565476190476
10066,0.8575558601454651,1,0.008872767857142857
10067,0.7733774092132331,1,0.008909970238095238
10068,0.7829657756701289,0,0.008909970238095238
10069,0.7925506906203151,0,0.008909970238095238
10070,0.802132061345078,0,0.008909970238095238
10071,0.8117098117527985,0,0.008909970238095238
10072,0.7302255847528879,1,0.008891369047619047
10073,0.7398255606236851,0,0.008891369047619047
10074,0.7494222596643649,0,0.008891369047619047
10075,0.7590156206137652,0,0.008891369047619047
10076,0.768605541389161,0,0.008891369047619047
10077,0.7781931496580495,0,0.008891369047619047
10078,0.7877771952520958,0,0.008891369047619047
10079,0.7973575878381711,0,0.008891369047619047
10080,0.806934236882289,0,0.008891369047619047
10081,0.8165070515292996,0,0.008891369047619047
10082,0.8260759404976393,0,0.008891369047619047
10083,0.8356408119869695,0,0.008891369047619047
10084,0.8452015735968735,0,0.008891369047619047
10085,0.8547581322550968,0,0.008891369047619047
10086,0.8643103941540337,0,0.008891369047619047
10087,0.8738582646943742,0,0.008891369047619047
10088,0.8834016484349891,0,0.008891369047619047
10089,0.8929404490482664,0,0.008891369047619047
10090,0.9024745692802284,0,0.008891369047619047
10091,0.8182665596633402,1,0.008928571428571428
10092,0.7339506972937152,1,0.008947172619047618
10093,0.6498007843147516,1,0.008909970238095238
10094,0.6594182247728574,0,0.008909970238095238
