time,avgSpeed,flow,avgDensity,carsNum
10001,4.512672750747857,1,0.002064732142857143,25
10002,4.808149894139808,0,0.002064732142857143,25
10003,5.103520122119205,0,0.002064732142857143,25
10004,5.4463591907823545,0,0.002120535714285714,25
10005,4.969086747996916,2,0.0020833333333333333,25
10006,5.193450125172749,0,0.002027529761904762,25
10007,4.6971669975004025,2,0.002027529761904762,25
10008,4.9912318435456635,0,0.002027529761904762,25
10009,4.8943847501025015,1,0.002064732142857143,25
10010,4.79812247813688,1,0.0020461309523809525,25
10011,5.093911330200881,0,0.0020461309523809525,25
10012,5.121341144539304,1,0.0022507440476190474,25
10013,5.428762055295558,0,0.0022507440476190474,25
10014,4.622543644825136,3,0.0023623511904761903,25
10015,4.916088236759705,0,0.00234375,25
10016,4.74661052966664,1,0.002232142857142857,25
10017,4.5902454496969485,1,0.002194940476190476,25
10018,4.445465447303161,1,0.0021577380952380954,25
10019,4.873521812775474,0,0.002306547619047619,25
10020,5.205243564504124,0,0.002306547619047619,25
10021,5.3712671291596825,0,0.002176339285714286,25
10022,4.858833947611059,2,0.0022507440476190474,25
10023,5.119513529967863,0,0.0022507440476190474,25
10024,4.638841441712651,2,0.002306547619047619,25
10025,4.407824945147731,1,0.0022879464285714287,25
10026,3.9188966557723046,2,0.0022135416666666666,25
10027,3.813939872090488,1,0.002232142857142857,25
10028,4.105683864616737,0,0.002232142857142857,25
10029,4.357479292727231,0,0.002139136904761905,25
10030,4.250703637989372,1,0.002139136904761905,25
10031,4.119905523081742,1,0.002120535714285714,25
10032,4.459876802378945,0,0.002194940476190476,25
10033,4.367455924517651,1,0.002232142857142857,25
10034,4.250649747628325,1,0.002176339285714286,25
10035,4.555594318132221,0,0.002176339285714286,25
10036,4.86080464139363,0,0.002176339285714286,25
10037,5.081980594213643,0,0.0021019345238095237,25
10038,4.9831633542764315,1,0.002120535714285714,25
10039,5.276212335135255,0,0.002120535714285714,25
10040,4.403823496702331,3,0.0020833333333333333,25
10041,4.6989824521011805,0,0.0020833333333333333,25
10042,4.602196104174986,1,0.0020833333333333333,25
10043,4.565615460040897,1,0.002176339285714286,25
10044,4.872935118165586,0,0.002176339285714286,25
10045,5.239788984013196,0,0.0022507440476190474,25
10046,5.462130376165398,0,0.0021577380952380954,25
10047,4.1863625882423285,4,0.002232142857142857,25
10048,4.487340782963734,0,0.002232142857142857,25
10049,4.401091520416132,1,0.0022507440476190474,25
10050,4.707817460305998,0,0.0022507440476190474,25
10051,4.51565640878333,1,0.002139136904761905,25
10052,4.8540002753482225,0,0.002194940476190476,25
10053,5.156545718713192,0,0.002194940476190476,25
10054,5.363899159890845,0,0.002139136904761905,25
10055,5.2653609996144715,1,0.0021019345238095237,25
10056,5.5581023999421895,0,0.0021019345238095237,25
10057,4.6933602703649395,3,0.002027529761904762,25
10058,4.596778284677765,1,0.0020461309523809525,25
10059,4.560106708740972,1,0.0021577380952380954,25
10060,4.533807489341888,1,0.002232142857142857,25
10061,4.8510232556784185,0,0.002232142857142857,25
10062,4.686578675717144,1,0.0021019345238095237,25
10063,4.603053623840538,1,0.0020833333333333333,25
10064,4.435705794999345,1,0.0020089285714285712,25
10065,4.73225945996465,0,0.0020089285714285712,25
10066,4.636653305722615,1,0.0019717261904761904,25
10067,4.207403915237981,2,0.002120535714285714,25
10068,4.516407568080909,0,0.002120535714285714,25
10069,4.752989361444964,0,0.002064732142857143,25
10070,5.049021867437283,0,0.002064732142857143,25
10071,4.952810613004689,1,0.0020461309523809525,25
10072,5.248078320835498,0,0.0020461309523809525,25
10073,4.367572682708138,3,0.002064732142857143,25
10074,4.663182596397796,0,0.002064732142857143,25
10075,4.5680143360714744,1,0.0020461309523809525,25
10076,4.472637823918342,1,0.0020461309523809525,25
10077,4.888996885467137,0,0.002176339285714286,25
10078,5.208958836468159,0,0.002176339285714286,25
10079,5.360428807713127,0,0.0020461309523809525,25
10080,4.527803841780737,3,0.002120535714285714,25
10081,4.449817406947946,1,0.002139136904761905,25
10082,4.367549249179117,1,0.002120535714285714,25
10083,4.583763910775283,0,0.0020461309523809525,25
10084,4.8769387164614,0,0.0020461309523809525,25
10085,5.211411628473912,0,0.0021577380952380954,25
10086,5.582215810915568,0,0.002232142857142857,25
10087,5.520519372406057,1,0.0022135416666666666,25
10088,5.35255564145057,1,0.002139136904761905,25
10089,5.5522724803571055,0,0.002027529761904762,25
10090,4.720214726266725,3,0.002139136904761905,25
10091,4.62647713754185,1,0.002120535714285714,25
10092,4.5880200454116515,1,0.002176339285714286,25
10093,4.504324069026751,1,0.0022135416666666666,25
10094,4.69036713017022,0,0.002120535714285714,25
10095,4.6066340913072565,1,0.002120535714285714,25
10096,4.523114323165797,1,0.002176339285714286,25
10097,4.399997305060115,1,0.002176339285714286,25
10098,4.707089338257553,0,0.002176339285714286,25
10099,4.5554667296317275,1,0.002120535714285714,25
10100,4.068340270339777,2,0.0020833333333333333,25
10101,4.365513204704849,0,0.0020833333333333333,25
10102,4.72229284107011,0,0.002194940476190476,25
10103,5.030648070830435,0,0.002194940476190476,25
10104,5.0070363192296785,1,0.0022693452380952383,25
10105,5.386946099345916,0,0.0023623511904761903,25
10106,4.351357191052692,3,0.0022135416666666666,25
10107,4.660113044718877,0,0.0022135416666666666,25
10108,4.4837853282109235,1,0.0020833333333333333,25
10109,4.3887175745600935,1,0.002064732142857143,25
10110,4.685190503165516,0,0.002064732142857143,25
10111,4.981021865388301,0,0.002064732142857143,25
10112,5.347993405246966,0,0.002176339285714286,25
10113,4.48193144218261,3,0.002139136904761905,25
10114,4.3994030021706205,1,0.002120535714285714,25
10115,4.600797564261049,0,0.0020089285714285712,25
10116,4.89765131755623,0,0.0020089285714285712,25
10117,5.289897726420167,0,0.002139136904761905,25
10118,5.609429127850074,0,0.002139136904761905,25
10119,5.544795848925905,1,0.0021577380952380954,25
10120,5.387455684661375,1,0.0020833333333333333,25
10121,5.3035185781622305,1,0.002120535714285714,25
10122,5.503406924682249,0,0.0020089285714285712,25
10123,5.0156398003036005,2,0.001990327380952381,25
10124,4.967915371125907,1,0.002027529761904762,25
10125,4.884133859018101,1,0.002064732142857143,25
10126,4.86066594142208,1,0.002139136904761905,25
10127,4.707837680565816,1,0.0021019345238095237,25
10128,4.732358184466344,1,0.0022879464285714287,25
10129,4.673245432833119,1,0.0022507440476190474,25
10130,4.422908782365349,1,0.002027529761904762,25
10131,4.636038619792743,0,0.0019345238095238096,25
10132,4.613046690845083,1,0.0020461309523809525,25
10133,4.198562969885206,2,0.0021019345238095237,25
10134,4.472311476210729,0,0.0020833333333333333,25
10135,4.7936342042424975,0,0.0020833333333333333,25
10136,4.9465546704121195,0,0.0019345238095238096,25
10137,4.899231902008366,1,0.0020089285714285712,25
10138,5.207718693072259,0,0.0020089285714285712,25
10139,4.342416882624635,3,0.0019717261904761904,25
10140,4.56787109169703,0,0.0018973214285714286,25
10141,4.473175692391263,1,0.001915922619047619,25
10142,4.3787370607678495,1,0.001953125,25
10143,4.67623210391696,0,0.001953125,25
10144,4.973290187806751,0,0.001953125,25
10145,5.269851199645817,0,0.001953125,25
10146,4.391299084339895,3,0.0019345238095238096,25
10147,4.296943742495073,1,0.001953125,25
10148,4.594618851981251,0,0.001953125,25
10149,4.891954379525804,0,0.001953125,25
10150,5.191956823043704,0,0.0020089285714285712,25
10151,5.495739910104781,0,0.0020089285714285712,25
10152,5.317497207488516,1,0.001953125,25
10153,5.214957916460529,1,0.0019345238095238096,25
10154,5.11737776975214,1,0.001915922619047619,25
10155,5.412446024579441,0,0.001915922619047619,25
10156,4.9239713474092595,2,0.0018787202380952381,25
10157,4.876273231542516,1,0.001953125,25
10158,4.792476715106496,1,0.001953125,25
10159,4.637009767592351,1,0.0018973214285714286,25
10160,4.541525233407558,1,0.0018973214285714286,25
10161,4.443926657669518,1,0.001915922619047619,25
10162,4.739330327299364,0,0.001915922619047619,25
10163,4.299765434274154,2,0.0019717261904761904,25
10164,4.608144370470742,0,0.0019717261904761904,25
10165,4.579260191846585,1,0.0020833333333333333,25
10166,4.019891823011219,2,0.0020461309523809525,25
10167,4.366792064413674,0,0.0021019345238095237,25
10168,4.592833502062527,0,0.0020089285714285712,25
10169,4.806587030542491,0,0.001953125,25
10170,4.759061066739323,1,0.0020089285714285712,25
10171,5.067378416777758,0,0.0020089285714285712,25
10172,4.200137492936518,3,0.0020461309523809525,25
10173,4.425411407655989,0,0.0019717261904761904,25
10174,4.390542077833379,1,0.0021019345238095237,25
10175,4.305991283414614,1,0.002120535714285714,25
10176,4.613663166011881,0,0.002120535714285714,25
10177,4.827335225284033,0,0.0020089285714285712,25
10178,5.122736324701553,0,0.0020089285714285712,25
10179,4.698394155492454,2,0.0021019345238095237,25
10180,4.615826873380607,1,0.0021019345238095237,25
10181,4.924915985593849,0,0.0021019345238095237,25
10182,5.137611013584838,0,0.0020089285714285712,25
10183,5.4817630988918085,0,0.002064732142857143,25
10184,5.849320104179244,0,0.002120535714285714,25
10185,5.704524218634361,1,0.002120535714285714,25
10186,5.148937816341304,2,0.002027529761904762,25
10187,5.052680640825027,1,0.001990327380952381,25
10188,5.34800320841578,0,0.001990327380952381,25
10189,4.859253994188646,2,0.0019717261904761904,25
10190,4.762765896399797,1,0.001953125,25
10191,4.774974324746592,1,0.002064732142857143,25
10192,4.690593004325796,1,0.0020461309523809525,25
10193,4.4640517506565125,1,0.0018973214285714286,25
10194,4.414693644708336,1,0.001953125,25
10195,4.72138856324371,0,0.001953125,25
10196,4.172106349348922,2,0.0019345238095238096,25
10197,4.524247876757086,0,0.0020089285714285712,25
10198,4.793576728198415,0,0.0020089285714285712,25
10199,4.238898900296461,2,0.0019717261904761904,25
10200,4.495631149048012,0,0.0019717261904761904,25
10201,4.78416014352658,0,0.0019717261904761904,25
10202,4.69522510582164,1,0.0019717261904761904,25
10203,4.593593089982811,1,0.0019717261904761904,25
10204,4.884111777693094,0,0.0019717261904761904,25
10205,3.954137749770203,3,0.001990327380952381,25
10206,4.239026629474444,0,0.001990327380952381,25
10207,4.248901793423623,1,0.002139136904761905,25
10208,4.174017448288515,1,0.0021019345238095237,25
10209,4.492964759369036,0,0.0021019345238095237,25
10210,4.728195690385877,0,0.002027529761904762,25
10211,4.975203449503382,0,0.0019717261904761904,25
10212,4.49830462163229,2,0.0020089285714285712,25
10213,4.341752278266421,1,0.001990327380952381,25
10214,4.6384245174487555,0,0.001990327380952381,25
10215,4.934683333685503,0,0.001990327380952381,25
10216,5.230392107982222,0,0.001990327380952381,25
10217,5.5254087200325985,0,0.001990327380952381,25
10218,5.427873998995359,1,0.0019345238095238096,25
10219,4.938553133929108,2,0.001915922619047619,25
10220,4.849711115811031,1,0.0019717261904761904,25
10221,5.145155823370677,0,0.0019717261904761904,25
10222,4.656730075781233,2,0.001990327380952381,25
10223,4.560737182017414,1,0.0020461309523809525,25
10224,4.85648842858884,0,0.0020461309523809525,25
10225,4.819864093258975,1,0.002194940476190476,25
10226,4.783888880717293,1,0.0022507440476190474,25
10227,4.713104202449072,1,0.0022135416666666666,25
10228,4.961391011286361,0,0.0021577380952380954,25
10229,4.377737172008762,2,0.0020461309523809525,25
10230,4.674271235227069,0,0.0020461309523809525,25
10231,4.970199135907519,0,0.0020461309523809525,25
10232,4.873712490047293,1,0.0020089285714285712,25
10233,4.83829316586454,1,0.0020461309523809525,25
10234,5.206745101330646,0,0.002139136904761905,25
10235,5.0630845331823755,1,0.002027529761904762,25
10236,4.9794045924875805,1,0.002064732142857143,25
10237,5.191449443688067,0,0.0019717261904761904,25
