avgSpeed,avgFlow,avgDensity
0.8227406456502384,0.1014,0.008314103422619679
0.13240226336937388,0.0166,0.00859030505952541
1.2223401751006777,0.1507,0.00856430617559585
2.1260947544354547,0.2629,0.008297341889881222
0.25843359710887337,0.0323,0.008526564360120337
1.7019447475331002,0.2107,0.008481733630952885
0.7311900446197419,0.09,0.008567944568453527
1.206748839683875,0.149,0.00854254278273885
3.9509719216868238,0.4851,0.008424447544643091
0.8863517912824503,0.1098,0.008558608630953224
0.23947742821330767,0.0311,0.009010403645831777
2.0834142006832326,0.2687,0.00909247953868952
0.7776869071103707,0.1007,0.009055944940475074
3.243997113603476,0.4192,0.008832806919642356
1.0103140921062623,0.1307,0.008707222842262842
4.61586752308671,0.5931,0.008768054315476177
2.5995072399484926,0.3365,0.008895286458332772
1.8667244886811787,0.2413,0.008832948288690187
4.172587101960162,0.5377,0.00884974888392842
0.3282593266307143,0.0426,0.008890543154760996
0.48284127953704303,0.066,0.009422786458334591
0.40625752126066506,0.0553,0.009006495535713109
1.6183355542994748,0.2201,0.009363009672620281
1.5086547172055427,0.2066,0.009386627604168038
0.324806850711531,0.0443,0.009039892113094345
0.16138898745690036,0.022,0.009394501488096426
4.494036106713768,0.606,0.009230184151785819
0.21129601642532347,0.0287,0.009412572544643881
0.4042129812718775,0.0552,0.009203311011903286
0.29550002148846677,0.0402,0.00932421316964288
0.23185485004454645,0.0331,0.009277522321429631
1.1782683025838012,0.168,0.009926787574404137
1.150148620777087,0.1634,0.009562421875001394
0.7877628613180128,0.1119,0.009680399925595844
1.0502334918075298,0.1513,0.009892924107141623
0.9978857961069785,0.1422,0.0097118470982147
0.6489166662930869,0.0921,0.009729135044643416
0.729984677906334,0.1033,0.00961053199404887
0.6223501892239945,0.0886,0.009758515624999946
0.8758345485375141,0.1249,0.009554019717263716
1.7002132731571953,0.2507,0.009634583333334295
1.5846033602484462,0.2353,0.01033949590773936
1.6228882860930347,0.2415,0.010515935639882044
1.2582410854926576,0.1859,0.010228093377977062
1.568159332333502,0.2325,0.010165574776784198
0.11717062421501205,0.0177,0.010053489583332256
0.17030518789429042,0.0255,0.010345200892858855
0.6116586298612848,0.0905,0.009999361979165325
1.7051940724352472,0.2525,0.0105145907738103
0.33725408178455674,0.05,0.010067215401784934
0.6614784803799415,0.1022,0.010658470982143762
0.39272716284758324,0.0604,0.01040176525297784
0.27603143469761826,0.0429,0.010718491443452514
0.3456769060561183,0.0536,0.01007043154761737
1.7188336240366753,0.2655,0.010522021949406428
0.4297939437671462,0.0668,0.010107129836308243
0.9640886929821673,0.1493,0.010568197544644308
0.8430070902064868,0.1303,0.010170626860117668
0.8211277877486515,0.1267,0.010321622023809873
1.1595648123294635,0.179,0.01016577938987989
1.2810764466544389,0.2064,0.011074944196426857
0.38690911400617706,0.0625,0.010686662946429231
1.0177755889734121,0.166,0.010850751488094093
0.4316765527799913,0.0692,0.010814635416665998
0.4374312971665423,0.0707,0.010970280877975195
0.39176418988408324,0.0631,0.010928831845236756
0.9325803277850909,0.1501,0.010887499999999172
0.9779445148925806,0.1572,0.010920435267855775
1.4816048693709045,0.2375,0.010781906622023872
0.5692722256115696,0.0917,0.010869094122023018
0.4791038605542144,0.0808,0.011280768229167314
0.843271246962662,0.1404,0.011298861607144588
0.9238982562457162,0.1545,0.011479419642858285
3.5388603847144964,0.5871,0.011267245163690183
0.23050399925359347,0.0388,0.011510225074406664
1.343202717365927,0.2235,0.011133893229164853
0.28170922572072316,0.0471,0.010892340029760902
1.157685561872427,0.1934,0.011052068452379347
0.5472201794364568,0.0914,0.011184722842261645
0.28982046298372244,0.0484,0.011568826264882575
0.4523403810734111,0.0788,0.011785941220237439
1.8910380507116327,0.3277,0.01198241629464089
0.4727848646366006,0.0819,0.01167933221726252
0.37038117329541703,0.0641,0.011555111607144258
0.380921264846881,0.0662,0.01149746093750155
0.13727784641631122,0.0237,0.011824174107141795
0.24405588759328606,0.0423,0.011988826264879496
1.0654205536656396,0.1838,0.011573597470239557
0.43504325639996816,0.0756,0.011374414062502277
0.458583239960843,0.08,0.01191546316964122
0.7153335828702506,0.128,0.01235007254464457
0.32713186450605486,0.0593,0.012276391369050007
0.23223717716928072,0.0416,0.01192391555059364
0.188161527188442,0.0337,0.012293007812502366
0.8736564525206783,0.1556,0.01232787574404924
0.4431290400215271,0.0793,0.012208880208332702
0.21087186603321148,0.0381,0.012166819196425913
1.212052037529582,0.2167,0.012632148437500929
0.5039516753810259,0.0902,0.011996359747022055
0.8342162988437025,0.1502,0.012307645089287497
0.35077786232536057,0.0651,0.012856584821426684
0.5747567296827161,0.1063,0.012607007068453094
0.933988242207335,0.1723,0.01256296688988212
0.23403710368944353,0.0435,0.012743058035713944
0.37893618616921765,0.0708,0.012630755208334055
0.8112161517027318,0.1511,0.012702094494047349
