time,avgSpeed,flow,avgDensity
10001,5.164418593011073,0,0.002697172619047619
10002,5.221470377236642,0,0.002697172619047619
10003,4.950418363724599,1,0.0027157738095238094
10004,4.679460463237618,1,0.0026785714285714286
10005,4.736678501361027,0,0.0026785714285714286
10006,4.794302686655886,0,0.0026785714285714286
10007,4.526247734985776,1,0.0026413690476190478
10008,4.258555517719025,1,0.002622767857142857
10009,4.3172826828715545,0,0.002622767857142857
10010,4.376122130244053,0,0.002622767857142857
10011,4.435037434391772,0,0.002622767857142857
10012,4.494004414253252,0,0.002622767857142857
10013,4.553006318081491,0,0.002622767857142857
10014,4.612031117294641,0,0.002622767857142857
10015,4.671069901469321,0,0.002622767857142857
10016,4.730115885089247,0,0.002622767857142857
10017,4.466820769220253,1,0.0026785714285714286
10018,4.525975636417027,0,0.0026785714285714286
10019,4.585127224261323,0,0.0026785714285714286
10020,4.64427277199023,0,0.0026785714285714286
10021,4.703409886420384,0,0.0026785714285714286
10022,4.7625365101225965,0,0.0026785714285714286
10023,4.165543786117002,2,0.0026413690476190478
10024,4.224878946571065,0,0.0026413690476190478
10025,4.284204161006601,0,0.0026413690476190478
10026,4.3435182809719315,0,0.0026413690476190478
10027,4.354820853584214,0,0.0026413690476190478
10028,4.412109570734993,0,0.0026413690476190478
10029,4.469384084259386,0,0.0026413690476190478
10030,4.526643427698344,0,0.0026413690476190478
10031,4.5838867819549955,0,0.0026413690476190478
10032,4.641608953675725,0,0.0026413690476190478
10033,4.699675143935736,0,0.0026413690476190478
10034,4.757965320525794,0,0.0026413690476190478
10035,4.816406934279703,0,0.0026413690476190478
10036,4.874953389602397,0,0.0026413690476190478
10037,4.933573280276446,0,0.0026413690476190478
10038,4.33802652818635,2,0.0025669642857142857
10039,4.068884485560652,1,0.0025483630952380953
10040,4.1165615431709774,0,0.0025483630952380953
10041,4.1739713366243345,0,0.0025483630952380953
10042,4.231365383684168,0,0.0025483630952380953
10043,4.288743085853091,0,0.0025483630952380953
10044,4.346266267179155,0,0.0025483630952380953
10045,4.404408985889256,0,0.0025483630952380953
