time,avgSpeed,flow,avgDensity
10001,0.38261450221241433,0,0.015141369047619048
10002,0.38655963109653957,0,0.015141369047619048
10003,0.39050306305752447,0,0.015141369047619048
10004,0.39444475831968356,0,0.015141369047619048
10005,0.39838467650414777,0,0.015141369047619048
10006,0.4023227766266303,0,0.015141369047619048
10007,0.4062590170953441,0,0.015141369047619048
10008,0.41019335570907145,0,0.015141369047619048
10009,0.4141257496553885,0,0.015141369047619048
10010,0.41805615550904973,0,0.015141369047619048
10011,0.42198452923053037,0,0.015141369047619048
10012,0.4259108261647335,0,0.015141369047619048
10013,0.4298350010398613,0,0.015141369047619048
10014,0.43375700796645417,0,0.015141369047619048
10015,0.4376768004365995,0,0.015141369047619048
10016,0.44159433132331327,0,0.015141369047619048
10017,0.44550955288009597,0,0.015141369047619048
10018,0.4494224167406655,0,0.015141369047619048
10019,0.4533328739188682,0,0.015141369047619048
10020,0.4572408748087732,0,0.015141369047619048
10021,0.3517861104951575,2,0.015066964285714286
10022,0.35572814932767616,0,0.015066964285714286
10023,0.30498834902538735,1,0.015029761904761905
10024,0.3089464773994183,0,0.015029761904761905
10025,0.312903276078961,0,0.015029761904761905
10026,0.3168587131061434,0,0.015029761904761905
10027,0.3208127560228149,0,0.015029761904761905
10028,0.3247653718667217,0,0.015029761904761905
10029,0.32871652716778726,0,0.015029761904761905
10030,0.3326661879445004,0,0.015029761904761905
10031,0.33661431970041317,0,0.015029761904761905
10032,0.3405608874207481,0,0.015029761904761905
10033,0.3445058555691183,0,0.015029761904761905
10034,0.34844918808435915,0,0.015029761904761905
10035,0.35239084837747525,0,0.015029761904761905
10036,0.356330799328702,0,0.015029761904761905
10037,0.36026900328468303,0,0.015029761904761905
10038,0.36420542205576595,0,0.015029761904761905
10039,0.3681400169134151,0,0.015029761904761905
10040,0.3720727485877443,0,0.015029761904761905
10041,0.3760035772651681,0,0.015029761904761905
10042,0.37993246258617447,0,0.015029761904761905
10043,0.38385936364321854,0,0.015029761904761905
10044,0.38778423897873665,0,0.015029761904761905
10045,0.39170704658328237,0,0.015029761904761905
10046,0.3409476223304051,1,0.015029761904761905
10047,0.34488571712469757,0,0.015029761904761905
10048,0.34882206748135103,0,0.015029761904761905
10049,0.2983169346051743,1,0.015048363095238096
10050,0.30226889361305487,0,0.015048363095238096
10051,0.30621942852902373,0,0.015048363095238096
10052,0.31016851939760964,0,0.015048363095238096
10053,0.3141161531953426,0,0.015048363095238096
10054,0.3180622809020672,0,0.015048363095238096
10055,0.3220068695302928,0,0.015048363095238096
10056,0.325949885600238,0,0.015048363095238096
10057,0.32989129513586274,0,0.015048363095238096
10058,0.33383106366096144,0,0.015048363095238096
10059,0.2830890527483526,1,0.015085565476190476
10060,0.2870449832383952,0,0.015085565476190476
10061,0.2909996047608557,0,0.015085565476190476
10062,0.29495331394188096,0,0.015085565476190476
10063,0.2989057091489907,0,0.015085565476190476
10064,0.30285674459958867,0,0.015085565476190476
10065,0.30680639058919557,0,0.015085565476190476
10066,0.31075461696723866,0,0.015085565476190476
10067,0.31470139313387546,0,0.015085565476190476
10068,0.2642910884429272,1,0.015085565476190476
10069,0.26825396145485797,0,0.015085565476190476
10070,0.2722157209984401,0,0.015085565476190476
10071,0.276176353328055,0,0.015085565476190476
10072,0.2801358324530331,0,0.015085565476190476
10073,0.2840941319530724,0,0.015085565476190476
10074,0.2880512249708606,0,0.015085565476190476
10075,0.29200708420778604,0,0.015085565476190476
10076,0.2959616819197319,0,0.015085565476190476
10077,0.29991498991295024,0,0.015085565476190476
10078,0.3038669795400202,0,0.015085565476190476
10079,0.30781762169588867,0,0.015085565476190476
10080,0.3117668868139948,0,0.015085565476190476
10081,0.2610346414155164,1,0.015066964285714286
10082,0.2650006127637473,0,0.015066964285714286
